h,r,t,weight,comment
C_SyntheticConcept_003572,leadsTo,C_SyntheticConcept_003683,1.0,
C_SyntheticConcept_011397,leadsTo,C_SyntheticConcept_011545,1.0,
C_SyntheticConcept_019523,leadsTo,C_SyntheticConcept_019708,1.0,
C_SyntheticConcept_006052,leadsTo,C_SyntheticConcept_006053,1.0,
C_SyntheticConcept_018525,leadsTo,C_SyntheticConcept_018710,1.0,
C_SyntheticConcept_010384,leadsTo,C_SyntheticConcept_010532,1.0,
C_SyntheticConcept_019694,leadsTo,C_SyntheticConcept_019695,1.0,
C_SyntheticConcept_016496,leadsTo,C_SyntheticConcept_016644,1.0,
C_SyntheticConcept_016615,leadsTo,C_SyntheticConcept_016763,1.0,
C_SyntheticConcept_010141,leadsTo,C_SyntheticConcept_010215,1.0,
C_SyntheticConcept_010463,leadsTo,C_SyntheticConcept_010537,1.0,
C_SyntheticConcept_003579,leadsTo,C_SyntheticConcept_003764,1.0,
C_SyntheticConcept_004322,leadsTo,C_SyntheticConcept_004470,1.0,
C_SyntheticConcept_000449,leadsTo,C_SyntheticConcept_000560,1.0,
C_SyntheticConcept_006586,leadsTo,C_SyntheticConcept_006734,1.0,
C_SyntheticConcept_003286,leadsTo,C_SyntheticConcept_003287,1.0,
C_SyntheticConcept_002348,leadsTo,C_SyntheticConcept_002349,1.0,
C_SyntheticConcept_013115,leadsTo,C_SyntheticConcept_013189,1.0,
C_SyntheticConcept_000080,leadsTo,C_SyntheticConcept_000265,1.0,
C_SyntheticConcept_012011,leadsTo,C_SyntheticConcept_012012,1.0,
C_SyntheticConcept_017288,leadsTo,C_SyntheticConcept_017362,1.0,
C_SyntheticConcept_002542,leadsTo,C_SyntheticConcept_002543,1.0,
C_SyntheticConcept_011156,leadsTo,C_SyntheticConcept_011267,1.0,
C_SyntheticConcept_012267,leadsTo,C_SyntheticConcept_012415,1.0,
C_SyntheticConcept_017578,leadsTo,C_SyntheticConcept_017579,1.0,
C_SyntheticConcept_012091,leadsTo,C_SyntheticConcept_012202,1.0,
C_SyntheticConcept_008714,leadsTo,C_SyntheticConcept_008825,1.0,
C_SyntheticConcept_016285,leadsTo,C_SyntheticConcept_016359,1.0,
C_SyntheticConcept_001029,leadsTo,C_SyntheticConcept_001177,1.0,
C_SyntheticConcept_015084,leadsTo,C_SyntheticConcept_015195,1.0,
C_SyntheticConcept_015839,leadsTo,C_SyntheticConcept_015987,1.0,
C_SyntheticConcept_018054,leadsTo,C_SyntheticConcept_018165,1.0,
C_SyntheticConcept_004991,leadsTo,C_SyntheticConcept_005176,1.0,
C_SyntheticConcept_001493,leadsTo,C_SyntheticConcept_001567,1.0,
C_SyntheticConcept_003640,leadsTo,C_SyntheticConcept_003825,1.0,
C_SyntheticConcept_013945,leadsTo,C_SyntheticConcept_014056,1.0,
C_SyntheticConcept_002374,leadsTo,C_SyntheticConcept_002448,1.0,
C_SyntheticConcept_001350,leadsTo,C_SyntheticConcept_001535,1.0,
C_SyntheticConcept_018321,leadsTo,C_SyntheticConcept_018395,1.0,
C_SyntheticConcept_002324,leadsTo,C_SyntheticConcept_002472,1.0,
C_SyntheticConcept_013108,leadsTo,C_SyntheticConcept_013182,1.0,
C_SyntheticConcept_003738,leadsTo,C_SyntheticConcept_003849,1.0,
C_SyntheticConcept_014114,leadsTo,C_SyntheticConcept_014299,1.0,
C_SyntheticConcept_010303,leadsTo,C_SyntheticConcept_010304,1.0,
C_SyntheticConcept_008917,leadsTo,C_SyntheticConcept_009065,1.0,
C_SyntheticConcept_003192,leadsTo,C_SyntheticConcept_003340,1.0,
C_SyntheticConcept_016047,leadsTo,C_SyntheticConcept_016121,1.0,
C_SyntheticConcept_002426,leadsTo,C_SyntheticConcept_002427,1.0,
C_SyntheticConcept_009703,leadsTo,C_SyntheticConcept_009851,1.0,
C_SyntheticConcept_002987,leadsTo,C_SyntheticConcept_003135,1.0,
C_SyntheticConcept_003883,leadsTo,C_SyntheticConcept_003994,1.0,
C_SyntheticConcept_006453,leadsTo,C_SyntheticConcept_006564,1.0,
C_SyntheticConcept_011616,leadsTo,C_SyntheticConcept_011617,1.0,
C_SyntheticConcept_005725,leadsTo,C_SyntheticConcept_005873,1.0,
C_SyntheticConcept_001620,leadsTo,C_SyntheticConcept_001621,1.0,
C_SyntheticConcept_005095,leadsTo,C_SyntheticConcept_005243,1.0,
C_SyntheticConcept_012740,leadsTo,C_SyntheticConcept_012851,1.0,
C_SyntheticConcept_017489,leadsTo,C_SyntheticConcept_017490,1.0,
C_SyntheticConcept_001526,leadsTo,C_SyntheticConcept_001527,1.0,
C_SyntheticConcept_011066,leadsTo,C_SyntheticConcept_011140,1.0,
C_SyntheticConcept_007346,leadsTo,C_SyntheticConcept_007347,1.0,
C_SyntheticConcept_001205,leadsTo,C_SyntheticConcept_001353,1.0,
C_SyntheticConcept_011513,leadsTo,C_SyntheticConcept_011661,1.0,
C_SyntheticConcept_019358,leadsTo,C_SyntheticConcept_019432,1.0,
C_SyntheticConcept_016274,leadsTo,C_SyntheticConcept_016275,1.0,
C_SyntheticConcept_010054,leadsTo,C_SyntheticConcept_010202,1.0,
C_SyntheticConcept_014615,leadsTo,C_SyntheticConcept_014689,1.0,
C_SyntheticConcept_009233,leadsTo,C_SyntheticConcept_009307,1.0,
C_SyntheticConcept_012536,leadsTo,C_SyntheticConcept_012721,1.0,
C_SyntheticConcept_007341,leadsTo,C_SyntheticConcept_007342,1.0,
C_SyntheticConcept_008970,leadsTo,C_SyntheticConcept_009155,1.0,
C_SyntheticConcept_009914,leadsTo,C_SyntheticConcept_010099,1.0,
C_SyntheticConcept_019139,leadsTo,C_SyntheticConcept_019324,1.0,
C_SyntheticConcept_003487,leadsTo,C_SyntheticConcept_003488,1.0,
C_SyntheticConcept_014850,leadsTo,C_SyntheticConcept_014998,1.0,
C_SyntheticConcept_001918,leadsTo,C_SyntheticConcept_002103,1.0,
C_SyntheticConcept_009841,leadsTo,C_SyntheticConcept_010026,1.0,
C_SyntheticConcept_005228,leadsTo,C_SyntheticConcept_005339,1.0,
C_SyntheticConcept_010325,leadsTo,C_SyntheticConcept_010399,1.0,
C_SyntheticConcept_012864,leadsTo,C_SyntheticConcept_012938,1.0,
C_SyntheticConcept_003840,leadsTo,C_SyntheticConcept_004025,1.0,
C_SyntheticConcept_017892,leadsTo,C_SyntheticConcept_018003,1.0,
C_SyntheticConcept_016381,leadsTo,C_SyntheticConcept_016455,1.0,
C_SyntheticConcept_012311,leadsTo,C_SyntheticConcept_012385,1.0,
C_SyntheticConcept_014065,leadsTo,C_SyntheticConcept_014176,1.0,
C_SyntheticConcept_004046,leadsTo,C_SyntheticConcept_004157,1.0,
C_SyntheticConcept_009948,leadsTo,C_SyntheticConcept_010096,1.0,
C_SyntheticConcept_010340,leadsTo,C_SyntheticConcept_010451,1.0,
C_SyntheticConcept_001184,leadsTo,C_SyntheticConcept_001295,1.0,
C_SyntheticConcept_009016,leadsTo,C_SyntheticConcept_009164,1.0,
C_SyntheticConcept_015966,leadsTo,C_SyntheticConcept_016151,1.0,
C_SyntheticConcept_008162,leadsTo,C_SyntheticConcept_008310,1.0,
C_SyntheticConcept_015522,leadsTo,C_SyntheticConcept_015670,1.0,
C_SyntheticConcept_002277,leadsTo,C_SyntheticConcept_002351,1.0,
C_SyntheticConcept_007811,leadsTo,C_SyntheticConcept_007959,1.0,
C_SyntheticConcept_019022,leadsTo,C_SyntheticConcept_019170,1.0,
C_SyntheticConcept_008324,leadsTo,C_SyntheticConcept_008325,1.0,
C_SyntheticConcept_001046,leadsTo,C_SyntheticConcept_001047,1.0,
C_SyntheticConcept_008943,leadsTo,C_SyntheticConcept_009054,1.0,
C_SyntheticConcept_016137,leadsTo,C_SyntheticConcept_016211,1.0,
C_SyntheticConcept_006705,leadsTo,C_SyntheticConcept_006816,1.0,
C_SyntheticConcept_002552,leadsTo,C_SyntheticConcept_002737,1.0,
C_SyntheticConcept_017020,leadsTo,C_SyntheticConcept_017131,1.0,
C_SyntheticConcept_005863,leadsTo,C_SyntheticConcept_006011,1.0,
C_SyntheticConcept_017117,leadsTo,C_SyntheticConcept_017191,1.0,
C_SyntheticConcept_001819,leadsTo,C_SyntheticConcept_001893,1.0,
C_SyntheticConcept_006545,leadsTo,C_SyntheticConcept_006693,1.0,
C_SyntheticConcept_005908,leadsTo,C_SyntheticConcept_006056,1.0,
C_SyntheticConcept_016458,leadsTo,C_SyntheticConcept_016643,1.0,
C_SyntheticConcept_014290,leadsTo,C_SyntheticConcept_014475,1.0,
C_SyntheticConcept_000855,leadsTo,C_SyntheticConcept_001003,1.0,
C_SyntheticConcept_015987,leadsTo,C_SyntheticConcept_015988,1.0,
C_SyntheticConcept_002046,leadsTo,C_SyntheticConcept_002194,1.0,
C_SyntheticConcept_012000,leadsTo,C_SyntheticConcept_012074,1.0,
C_SyntheticConcept_001609,leadsTo,C_SyntheticConcept_001683,1.0,
C_SyntheticConcept_013035,leadsTo,C_SyntheticConcept_013036,1.0,
C_SyntheticConcept_006342,leadsTo,C_SyntheticConcept_006490,1.0,
C_SyntheticConcept_007158,leadsTo,C_SyntheticConcept_007343,1.0,
C_SyntheticConcept_003300,leadsTo,C_SyntheticConcept_003411,1.0,
C_SyntheticConcept_002808,leadsTo,C_SyntheticConcept_002919,1.0,
C_SyntheticConcept_009390,leadsTo,C_SyntheticConcept_009538,1.0,
C_SyntheticConcept_004334,leadsTo,C_SyntheticConcept_004408,1.0,
C_SyntheticConcept_005884,leadsTo,C_SyntheticConcept_005885,1.0,
C_SyntheticConcept_009375,leadsTo,C_SyntheticConcept_009449,1.0,
C_SyntheticConcept_008432,leadsTo,C_SyntheticConcept_008506,1.0,
C_SyntheticConcept_019851,leadsTo,C_SyntheticConcept_019999,1.0,
C_SyntheticConcept_019622,leadsTo,C_SyntheticConcept_019696,1.0,
C_SyntheticConcept_005144,leadsTo,C_SyntheticConcept_005329,1.0,
C_SyntheticConcept_008529,leadsTo,C_SyntheticConcept_008714,1.0,
C_SyntheticConcept_012060,leadsTo,C_SyntheticConcept_012061,1.0,
C_SyntheticConcept_009573,leadsTo,C_SyntheticConcept_009647,1.0,
C_SyntheticConcept_002188,leadsTo,C_SyntheticConcept_002262,1.0,
C_SyntheticConcept_010117,leadsTo,C_SyntheticConcept_010118,1.0,
C_SyntheticConcept_000132,leadsTo,C_SyntheticConcept_000317,1.0,
C_SyntheticConcept_002742,leadsTo,C_SyntheticConcept_002853,1.0,
C_SyntheticConcept_004773,leadsTo,C_SyntheticConcept_004921,1.0,
C_SyntheticConcept_001427,leadsTo,C_SyntheticConcept_001428,1.0,
C_SyntheticConcept_005814,leadsTo,C_SyntheticConcept_005888,1.0,
C_SyntheticConcept_009286,leadsTo,C_SyntheticConcept_009360,1.0,
C_SyntheticConcept_000427,leadsTo,C_SyntheticConcept_000612,1.0,
C_SyntheticConcept_010817,leadsTo,C_SyntheticConcept_010818,1.0,
C_SyntheticConcept_019722,leadsTo,C_SyntheticConcept_019870,1.0,
C_SyntheticConcept_007058,leadsTo,C_SyntheticConcept_007243,1.0,
C_SyntheticConcept_011976,leadsTo,C_SyntheticConcept_012124,1.0,
C_SyntheticConcept_013214,leadsTo,C_SyntheticConcept_013288,1.0,
C_SyntheticConcept_007263,leadsTo,C_SyntheticConcept_007411,1.0,
C_SyntheticConcept_004140,leadsTo,C_SyntheticConcept_004288,1.0,
C_SyntheticConcept_005825,leadsTo,C_SyntheticConcept_005899,1.0,
C_SyntheticConcept_018039,leadsTo,C_SyntheticConcept_018187,1.0,
C_SyntheticConcept_014646,leadsTo,C_SyntheticConcept_014757,1.0,
C_SyntheticConcept_006739,leadsTo,C_SyntheticConcept_006813,1.0,
C_SyntheticConcept_001619,leadsTo,C_SyntheticConcept_001804,1.0,
C_SyntheticConcept_010179,leadsTo,C_SyntheticConcept_010364,1.0,
C_SyntheticConcept_003362,leadsTo,C_SyntheticConcept_003436,1.0,
C_SyntheticConcept_005847,leadsTo,C_SyntheticConcept_005995,1.0,
C_SyntheticConcept_016749,leadsTo,C_SyntheticConcept_016823,1.0,
C_SyntheticConcept_009273,leadsTo,C_SyntheticConcept_009347,1.0,
C_SyntheticConcept_000138,leadsTo,C_SyntheticConcept_000249,1.0,
C_SyntheticConcept_013561,leadsTo,C_SyntheticConcept_013746,1.0,
C_SyntheticConcept_012113,leadsTo,C_SyntheticConcept_012224,1.0,
C_SyntheticConcept_003317,leadsTo,C_SyntheticConcept_003391,1.0,
C_SyntheticConcept_013773,leadsTo,C_SyntheticConcept_013884,1.0,
C_SyntheticConcept_016512,leadsTo,C_SyntheticConcept_016586,1.0,
C_SyntheticConcept_005856,leadsTo,C_SyntheticConcept_005967,1.0,
C_SyntheticConcept_004547,leadsTo,C_SyntheticConcept_004658,1.0,
C_SyntheticConcept_015635,leadsTo,C_SyntheticConcept_015709,1.0,
C_SyntheticConcept_013105,leadsTo,C_SyntheticConcept_013179,1.0,
C_SyntheticConcept_015764,leadsTo,C_SyntheticConcept_015838,1.0,
C_SyntheticConcept_015023,leadsTo,C_SyntheticConcept_015171,1.0,
C_SyntheticConcept_001666,leadsTo,C_SyntheticConcept_001851,1.0,
C_SyntheticConcept_006038,leadsTo,C_SyntheticConcept_006039,1.0,
C_SyntheticConcept_003034,leadsTo,C_SyntheticConcept_003219,1.0,
C_SyntheticConcept_010076,leadsTo,C_SyntheticConcept_010077,1.0,
C_SyntheticConcept_001424,leadsTo,C_SyntheticConcept_001535,1.0,
C_SyntheticConcept_002907,leadsTo,C_SyntheticConcept_002981,1.0,
C_SyntheticConcept_010230,leadsTo,C_SyntheticConcept_010341,1.0,
C_SyntheticConcept_017554,leadsTo,C_SyntheticConcept_017665,1.0,
C_SyntheticConcept_013635,leadsTo,C_SyntheticConcept_013636,1.0,
C_SyntheticConcept_017041,leadsTo,C_SyntheticConcept_017042,1.0,
C_SyntheticConcept_015315,leadsTo,C_SyntheticConcept_015389,1.0,
C_SyntheticConcept_019005,leadsTo,C_SyntheticConcept_019116,1.0,
C_SyntheticConcept_004902,leadsTo,C_SyntheticConcept_005050,1.0,
C_SyntheticConcept_000384,leadsTo,C_SyntheticConcept_000495,1.0,
C_SyntheticConcept_006138,leadsTo,C_SyntheticConcept_006249,1.0,
C_SyntheticConcept_003453,leadsTo,C_SyntheticConcept_003527,1.0,
C_SyntheticConcept_012075,leadsTo,C_SyntheticConcept_012223,1.0,
C_SyntheticConcept_007880,leadsTo,C_SyntheticConcept_007991,1.0,
C_SyntheticConcept_004182,leadsTo,C_SyntheticConcept_004293,1.0,
C_SyntheticConcept_014459,leadsTo,C_SyntheticConcept_014644,1.0,
C_SyntheticConcept_000561,leadsTo,C_SyntheticConcept_000635,1.0,
C_SyntheticConcept_016918,leadsTo,C_SyntheticConcept_016919,1.0,
C_SyntheticConcept_019088,leadsTo,C_SyntheticConcept_019236,1.0,
C_SyntheticConcept_001936,leadsTo,C_SyntheticConcept_002047,1.0,
C_SyntheticConcept_007063,leadsTo,C_SyntheticConcept_007174,1.0,
C_SyntheticConcept_007402,leadsTo,C_SyntheticConcept_007587,1.0,
C_SyntheticConcept_011530,leadsTo,C_SyntheticConcept_011641,1.0,
C_SyntheticConcept_011082,leadsTo,C_SyntheticConcept_011083,1.0,
C_SyntheticConcept_018542,leadsTo,C_SyntheticConcept_018653,1.0,
C_SyntheticConcept_002618,leadsTo,C_SyntheticConcept_002729,1.0,
C_SyntheticConcept_015102,leadsTo,C_SyntheticConcept_015213,1.0,
C_SyntheticConcept_018057,leadsTo,C_SyntheticConcept_018242,1.0,
C_SyntheticConcept_018210,leadsTo,C_SyntheticConcept_018321,1.0,
C_SyntheticConcept_010149,leadsTo,C_SyntheticConcept_010150,1.0,
C_SyntheticConcept_012816,leadsTo,C_SyntheticConcept_012817,1.0,
C_SyntheticConcept_001254,leadsTo,C_SyntheticConcept_001402,1.0,
C_SyntheticConcept_007188,leadsTo,C_SyntheticConcept_007262,1.0,
C_SyntheticConcept_015291,leadsTo,C_SyntheticConcept_015365,1.0,
C_SyntheticConcept_010695,leadsTo,C_SyntheticConcept_010880,1.0,
C_SyntheticConcept_015919,leadsTo,C_SyntheticConcept_015920,1.0,
C_SyntheticConcept_015033,leadsTo,C_SyntheticConcept_015181,1.0,
C_SyntheticConcept_019304,leadsTo,C_SyntheticConcept_019452,1.0,
C_SyntheticConcept_002448,leadsTo,C_SyntheticConcept_002559,1.0,
C_SyntheticConcept_012106,leadsTo,C_SyntheticConcept_012291,1.0,
C_SyntheticConcept_003546,leadsTo,C_SyntheticConcept_003620,1.0,
C_SyntheticConcept_015125,leadsTo,C_SyntheticConcept_015199,1.0,
C_SyntheticConcept_007503,leadsTo,C_SyntheticConcept_007651,1.0,
C_SyntheticConcept_006076,leadsTo,C_SyntheticConcept_006187,1.0,
C_SyntheticConcept_019548,leadsTo,C_SyntheticConcept_019549,1.0,
C_SyntheticConcept_011954,leadsTo,C_SyntheticConcept_012065,1.0,
C_SyntheticConcept_018420,leadsTo,C_SyntheticConcept_018421,1.0,
C_SyntheticConcept_010172,leadsTo,C_SyntheticConcept_010173,1.0,
C_SyntheticConcept_009982,leadsTo,C_SyntheticConcept_010056,1.0,
C_SyntheticConcept_004002,leadsTo,C_SyntheticConcept_004187,1.0,
C_SyntheticConcept_011341,leadsTo,C_SyntheticConcept_011452,1.0,
C_SyntheticConcept_013660,leadsTo,C_SyntheticConcept_013734,1.0,
C_SyntheticConcept_000871,leadsTo,C_SyntheticConcept_001019,1.0,
C_SyntheticConcept_005467,leadsTo,C_SyntheticConcept_005652,1.0,
C_SyntheticConcept_015153,leadsTo,C_SyntheticConcept_015301,1.0,
C_SyntheticConcept_013380,leadsTo,C_SyntheticConcept_013454,1.0,
C_SyntheticConcept_004920,leadsTo,C_SyntheticConcept_005031,1.0,
C_SyntheticConcept_018523,leadsTo,C_SyntheticConcept_018597,1.0,
C_SyntheticConcept_018484,leadsTo,C_SyntheticConcept_018558,1.0,
C_SyntheticConcept_008129,leadsTo,C_SyntheticConcept_008203,1.0,
C_SyntheticConcept_019725,leadsTo,C_SyntheticConcept_019799,1.0,
C_SyntheticConcept_010575,leadsTo,C_SyntheticConcept_010576,1.0,
C_SyntheticConcept_012856,leadsTo,C_SyntheticConcept_013004,1.0,
C_SyntheticConcept_003262,leadsTo,C_SyntheticConcept_003263,1.0,
C_SyntheticConcept_000239,leadsTo,C_SyntheticConcept_000350,1.0,
C_SyntheticConcept_008949,leadsTo,C_SyntheticConcept_009060,1.0,
C_SyntheticConcept_013522,leadsTo,C_SyntheticConcept_013707,1.0,
C_SyntheticConcept_005291,leadsTo,C_SyntheticConcept_005402,1.0,
C_SyntheticConcept_014474,leadsTo,C_SyntheticConcept_014475,1.0,
C_SyntheticConcept_010114,leadsTo,C_SyntheticConcept_010188,1.0,
C_SyntheticConcept_017357,leadsTo,C_SyntheticConcept_017505,1.0,
C_SyntheticConcept_000894,leadsTo,C_SyntheticConcept_000968,1.0,
C_SyntheticConcept_006737,leadsTo,C_SyntheticConcept_006738,1.0,
C_SyntheticConcept_005789,leadsTo,C_SyntheticConcept_005790,1.0,
C_SyntheticConcept_007610,leadsTo,C_SyntheticConcept_007758,1.0,
C_SyntheticConcept_017046,leadsTo,C_SyntheticConcept_017231,1.0,
C_SyntheticConcept_006054,leadsTo,C_SyntheticConcept_006202,1.0,
C_SyntheticConcept_006800,leadsTo,C_SyntheticConcept_006948,1.0,
C_SyntheticConcept_000291,leadsTo,C_SyntheticConcept_000292,1.0,
C_SyntheticConcept_008265,leadsTo,C_SyntheticConcept_008339,1.0,
C_SyntheticConcept_018176,leadsTo,C_SyntheticConcept_018177,1.0,
C_SyntheticConcept_019916,leadsTo,C_SyntheticConcept_019990,1.0,
C_SyntheticConcept_007635,leadsTo,C_SyntheticConcept_007820,1.0,
C_SyntheticConcept_007662,leadsTo,C_SyntheticConcept_007736,1.0,
C_SyntheticConcept_012868,leadsTo,C_SyntheticConcept_013053,1.0,
C_SyntheticConcept_008288,leadsTo,C_SyntheticConcept_008473,1.0,
C_SyntheticConcept_002857,leadsTo,C_SyntheticConcept_002858,1.0,
C_SyntheticConcept_005293,leadsTo,C_SyntheticConcept_005367,1.0,
C_SyntheticConcept_006211,leadsTo,C_SyntheticConcept_006359,1.0,
C_SyntheticConcept_018894,leadsTo,C_SyntheticConcept_019079,1.0,
C_SyntheticConcept_014877,leadsTo,C_SyntheticConcept_015062,1.0,
C_SyntheticConcept_004144,leadsTo,C_SyntheticConcept_004255,1.0,
C_SyntheticConcept_019337,leadsTo,C_SyntheticConcept_019522,1.0,
C_SyntheticConcept_011326,leadsTo,C_SyntheticConcept_011400,1.0,
C_SyntheticConcept_001880,leadsTo,C_SyntheticConcept_001991,1.0,
C_SyntheticConcept_008800,leadsTo,C_SyntheticConcept_008801,1.0,
C_SyntheticConcept_011250,leadsTo,C_SyntheticConcept_011435,1.0,
C_SyntheticConcept_018476,leadsTo,C_SyntheticConcept_018477,1.0,
C_SyntheticConcept_009701,leadsTo,C_SyntheticConcept_009702,1.0,
C_SyntheticConcept_016757,leadsTo,C_SyntheticConcept_016868,1.0,
C_SyntheticConcept_003815,leadsTo,C_SyntheticConcept_003926,1.0,
C_SyntheticConcept_008330,leadsTo,C_SyntheticConcept_008515,1.0,
C_SyntheticConcept_017912,leadsTo,C_SyntheticConcept_018023,1.0,
C_SyntheticConcept_001528,leadsTo,C_SyntheticConcept_001676,1.0,
C_SyntheticConcept_011469,leadsTo,C_SyntheticConcept_011617,1.0,
C_SyntheticConcept_016623,leadsTo,C_SyntheticConcept_016734,1.0,
C_SyntheticConcept_008993,leadsTo,C_SyntheticConcept_009067,1.0,
C_SyntheticConcept_019224,leadsTo,C_SyntheticConcept_019298,1.0,
C_SyntheticConcept_009907,leadsTo,C_SyntheticConcept_009981,1.0,
C_SyntheticConcept_004813,leadsTo,C_SyntheticConcept_004961,1.0,
C_SyntheticConcept_005651,leadsTo,C_SyntheticConcept_005652,1.0,
C_SyntheticConcept_002923,leadsTo,C_SyntheticConcept_003071,1.0,
C_SyntheticConcept_017872,leadsTo,C_SyntheticConcept_018057,1.0,
C_SyntheticConcept_019920,leadsTo,C_SyntheticConcept_000068,1.0,
C_SyntheticConcept_010662,leadsTo,C_SyntheticConcept_010663,1.0,
C_SyntheticConcept_013167,leadsTo,C_SyntheticConcept_013278,1.0,
C_SyntheticConcept_004093,leadsTo,C_SyntheticConcept_004094,1.0,
C_SyntheticConcept_001099,leadsTo,C_SyntheticConcept_001173,1.0,
C_SyntheticConcept_009498,leadsTo,C_SyntheticConcept_009572,1.0,
C_SyntheticConcept_012349,leadsTo,C_SyntheticConcept_012423,1.0,
C_SyntheticConcept_016629,leadsTo,C_SyntheticConcept_016703,1.0,
C_SyntheticConcept_001393,leadsTo,C_SyntheticConcept_001467,1.0,
C_SyntheticConcept_003188,leadsTo,C_SyntheticConcept_003373,1.0,
C_SyntheticConcept_003280,leadsTo,C_SyntheticConcept_003465,1.0,
C_SyntheticConcept_004024,leadsTo,C_SyntheticConcept_004025,1.0,
C_SyntheticConcept_011321,leadsTo,C_SyntheticConcept_011432,1.0,
C_SyntheticConcept_006279,leadsTo,C_SyntheticConcept_006353,1.0,
C_SyntheticConcept_008465,leadsTo,C_SyntheticConcept_008576,1.0,
C_SyntheticConcept_003951,leadsTo,C_SyntheticConcept_004136,1.0,
C_SyntheticConcept_009825,leadsTo,C_SyntheticConcept_009973,1.0,
C_SyntheticConcept_019769,leadsTo,C_SyntheticConcept_019954,1.0,
C_SyntheticConcept_014264,leadsTo,C_SyntheticConcept_014412,1.0,
C_SyntheticConcept_004821,leadsTo,C_SyntheticConcept_004969,1.0,
C_SyntheticConcept_007875,leadsTo,C_SyntheticConcept_008023,1.0,
C_SyntheticConcept_004397,leadsTo,C_SyntheticConcept_004508,1.0,
C_SyntheticConcept_003636,leadsTo,C_SyntheticConcept_003747,1.0,
C_SyntheticConcept_008716,leadsTo,C_SyntheticConcept_008901,1.0,
C_SyntheticConcept_017218,leadsTo,C_SyntheticConcept_017329,1.0,
C_SyntheticConcept_019649,leadsTo,C_SyntheticConcept_019723,1.0,
C_SyntheticConcept_017112,leadsTo,C_SyntheticConcept_017113,1.0,
C_SyntheticConcept_010116,leadsTo,C_SyntheticConcept_010301,1.0,
C_SyntheticConcept_013985,leadsTo,C_SyntheticConcept_013986,1.0,
C_SyntheticConcept_006355,leadsTo,C_SyntheticConcept_006429,1.0,
C_SyntheticConcept_012790,leadsTo,C_SyntheticConcept_012901,1.0,
C_SyntheticConcept_010000,leadsTo,C_SyntheticConcept_010001,1.0,
C_SyntheticConcept_001815,leadsTo,C_SyntheticConcept_001963,1.0,
C_SyntheticConcept_006955,leadsTo,C_SyntheticConcept_007140,1.0,
C_SyntheticConcept_007281,leadsTo,C_SyntheticConcept_007429,1.0,
C_SyntheticConcept_001458,leadsTo,C_SyntheticConcept_001459,1.0,
C_SyntheticConcept_017602,leadsTo,C_SyntheticConcept_017603,1.0,
C_SyntheticConcept_006038,leadsTo,C_SyntheticConcept_006149,1.0,
C_SyntheticConcept_012668,leadsTo,C_SyntheticConcept_012742,1.0,
C_SyntheticConcept_008978,leadsTo,C_SyntheticConcept_009126,1.0,
C_SyntheticConcept_012868,leadsTo,C_SyntheticConcept_013016,1.0,
C_SyntheticConcept_014139,leadsTo,C_SyntheticConcept_014287,1.0,
C_SyntheticConcept_009307,leadsTo,C_SyntheticConcept_009308,1.0,
C_SyntheticConcept_002323,leadsTo,C_SyntheticConcept_002508,1.0,
C_SyntheticConcept_010393,leadsTo,C_SyntheticConcept_010394,1.0,
C_SyntheticConcept_019652,leadsTo,C_SyntheticConcept_019837,1.0,
C_SyntheticConcept_019306,leadsTo,C_SyntheticConcept_019307,1.0,
C_SyntheticConcept_005113,leadsTo,C_SyntheticConcept_005261,1.0,
C_SyntheticConcept_013728,leadsTo,C_SyntheticConcept_013839,1.0,
